sr	ru	words	sr_id
Mačka je ispod stola.	Кошка под столом.	4	3430388
Mačka spava na stolici.	Кошка спит на стуле.	4	3285274
Mačka vidi u mraku.	Кошка видит в темноте.	4	3248292
Mačke vide u mraku.	Кошки видят в темноте.	4	905803
Medvedi su prilično opasni.	Медведи достаточно опасны.	4	4250283
Medvedi su veoma opasni.	Медведи очень опасны.	4	4250285
Meta je na vidiku.	Цель на горизонте.	4	4246039
Mi smo iz Francuske.	Мы из Франции.	4	6169167
Mi smo iz Rusije.	Мы из России.	4	3437783
Mi smo njegovi sinovi.	Мы его сыновья.	4	3251041
Mi smo pričali telefonom.	Мы разговаривали по телефону.	4	3419045
Mi smo već počeli.	Мы уже начали.	4	3395295
Mi verujemo u demokratiju.	Мы верим в демократию.	4	3267538
Mi više nismo deca.	Мы уже не дети.	4	5028578
Mi želimo veliku porodicu.	Мы хотим большую семью.	4	3300778
Mislim da sam debela.	Думаю, я толстая.	4	4250441
Mislim da su pogrešili.	Думаю, они ошиблись.	4	5034769
Mislim da su srećni.	Думаю, они счастливы.	4	5002271
Mislim da te razumem.	Думаю, я тебя понимаю.	4	5034770
Mislim da znam zašto.	Думаю, я знаю почему.	4	3410518
Mislim da znaš zašto.	Думаю, ты знаешь почему.	4	3410499
Mislio sam da spavaš.	Я думал, что ты спишь.	4	3439310
Mnogo ljudi ima san.	У многих людей есть мечта.	4	3430915
Mnogo vremena je prošlo.	Прошло много времени.	4	5028956
Mogu da ti pomognem.	Я могу тебе помочь.	4	4449741
Moj brat je idiot.	Мой брат - идиот.	4	3302927
Moj brat svira gitaru.	Мой брат играет на гитаре.	4	3311737
Moj motocikl je nov.	Мой мотоцикл новый.	4	5024376
Moj otac je ostario.	Мой отец постарел.	4	3380344
Moj otac je ostario.	Мой отец состарился.	4	3380344
Moj pas je srećan.	Моя собака счастлива.	4	3470205
Moj pas me gleda.	Моя собака смотрит на меня.	4	3470198
Moj rođendan se približava.	Приближается мой день рожденья.	4	808572
Moj rođendan se približava.	Приближается мой день рождения.	4	808572
Moj rođendan se približava.	Мой день рождения приближается.	4	808572
Moj sin ima sina.	У моего сына есть сын.	4	1183395
Moja majka voli muziku.	Моя мама любит музыку.	4	2424525
Moja mati je Grkinja.	Моя мать гречанка.	4	4597910
Moja porodica nije bogata.	Моя семья не богатая.	4	5396788
Moja sestra je lepa.	Моя сестра красивая.	4	3451158
Moja sestra je udovica.	Моя сестра — вдова.	4	3244886
Moja soba je svinjac.	Моя комната - настоящий свинарник.	4	3386961
Moja žena mrzi mačke.	Моя жена терпеть не может кошек.	4	3266418
Moje cipele su iznošene.	Мои туфли износились.	4	3366745
Moje ime je Luis.	Моё имя - Луис.	4	3440830
Moji roditelji su umrli.	Мои родители умерли.	4	7037766
Moram da to uzmem.	Я должен это взять.	4	3365556
Moram da to uzmem.	Я должна это взять.	4	3365556
Moram da uhvatim voz.	Я должен сесть на поезд.	4	4274674
Moram da uhvatim voz.	Я должна сесть на поезд.	4	4274674
Moram da uradim nešto.	Я должен что-то сделать.	4	3395185
Moram da zaradim novac.	Я должен заработать денег.	4	3484673
Moram da zaradim novac.	Я должна заработать денег.	4	3484673
Moramo da se vratimo.	Мы должны вернуться.	4	4253880
Moramo da uradimo nešto!	Мы должны что-нибудь сделать!	4	3244710
Moramo nešto da uradimo.	Нам нужно кое-что сделать.	4	3395298
Moramo nešto da uradimo.	Нам нужно что-нибудь сделать.	4	3395298
Moraću da učim sutra.	Завтра я должен буду учиться.	4	938781
Moraću da učim sutra.	Завтра я должна буду учиться.	4	938781
Moraš da govoriš glasnije.	Ты должен говорить громче.	4	4261836
Moraš da govoriš glasnije.	Ты должна говорить громче.	4	4261836
Moraš da nam pomogneš.	Ты должен нам помочь.	4	3644985
Moraš da nam pomogneš.	Ты должна нам помочь.	4	3644985
Moraš da nosiš kacigu.	Ты должен надеть каску.	4	3469815
Moraš da se sakriješ.	Ты должен спрятаться.	4	3650642
Moraš da se sakriješ.	Ты должна спрятаться.	4	3650642
Moraš da uradiš ovo.	Ты должен это сделать.	4	3645005
Moraš da uradiš ovo.	Ты должна это сделать.	4	3645005
Možemo li ovo kasnije?	Можем ли мы сделать это позже?	4	4258715
Možeš li mi pokazati?	Ты можешь мне показать?	4	3244412
Možeš li mi pomoći?	Ты можешь мне помочь?	4	3265321
Mrzim nedelju! Odvratan dan!	Ненавижу воскресенье! Отвратительный день!	4	4246688
Na moru su ostrva.	В море есть острова.	4	3664054
Najviše volim ovu knjigu.	Больше всего я люблю эту книгу.	4	801030
Napisala je mnogo pesama.	Она написала много песен.	4	3288626
Napisao sam ti pismo.	Я написал тебе письмо.	4	3341505
Napišite svoje ime ovde.	Напишите здесь своё имя.	4	4248733
Napravila mi je zvezdu.	Она сделала мне звезду.	4	3393837
Napuštamo Japan sutra ujutru.	Я покидаю Японию завтра утром.	4	3387083
Naučiću te da pišeš.	Я научу тебя писать.	4	4248734
Naše je vreme ograničeno.	Наше время ограничено.	4	3366078
Ne diraj moj bicikl.	Не трогай мой велосипед.	4	3250632
Ne govori ništa, OK?	Не говори ничего, OK?	4	4248502
Ne govori tako brzo.	Не говори так быстро.	4	898450
Ne govorim Klingonski jezik.	Я не говорю на клингонском языке.	4	3313378
Ne idem sa vama.	Я с вами не пойду.	4	665338
Ne idi tako brzo.	Не иди так быстро.	4	3250463
Ne mogu da čekam.	Я не могу ждать.	4	5806728
Ne mogu čekati zauvek.	Я не могу ждать вечно.	4	5806735
Ne moraš da govoriš.	Ты не должен говорить.	4	3357178
Ne moraš da govoriš.	Ты не должна говорить.	4	3357178
Ne ostavljaj me samog.	Не оставляй меня одного.	4	4967427
Ne ostavljaj me samu.	Не оставляй меня одну.	4	4967428
Ne ostavljaš mi izbora.	Ты не оставляешь мне выбора.	4	3430959
Ne pipaj plavo dugme.	Не трогай синюю кнопку.	4	3395305
Ne podržavam njegove ideje.	Я не поддерживаю его идеи.	4	3394625
Ne prevodi ovu rečenicu.	Не переводи это предложение.	4	3244744
Ne treba mi ništa.	Мне ничего не нужно.	4	5909492
Ne treba mi zaštita.	Мне не нужна защита.	4	3357653
Ne verujem ti, Tome.	Я не верю тебе, Том.	4	4259855
Ne verujem u sudbinu.	Я не верю в судьбу.	4	3350470
Ne verujem u to.	Я в это не верю.	4	3494429
Ne volim da pišem.	Я не люблю писать.	4	4248698
Ne volim tople zime.	Я не люблю тёплые зимы.	4	3394628
Ne znam dobro Latinski.	Я не силён в латыни.	4	3341491
Ne znam gde ću.	Я не знаю, где я буду.	4	3440938
Ne znam njeno ime.	Я не знаю её имени.	4	899824
Ne znam tu reč.	Я не знаю это слово.	4	3357650
Ne živim sa Tomom.	Я не живу с Томом.	4	3298946
Ne, ne i ne!	Нет, нет и нет!	4	5785693
Nebo je puno zvezda.	Небо полно звёзд.	4	3350413
Nedeljom idem u crkvu.	По воскресеньям я хожу в церковь.	4	800088
Neko je bio ovde.	Кто-то здесь был.	4	4976038
Nemam braće i sestara.	У меня нет братьев и сестёр.	4	3430870
Nemam ništa da dodam.	Мне нечего добавить.	4	3386932
Nemam želju za tim.	Мне этого не хочется.	4	4250578
Nemačka je parlamentarna republika.	Германия — парламентская республика.	4	3292499
Nemački nije jednostavan jezik.	Немецкий - не простой язык.	4	3535699
Nemaš ženu, zar ne?	У тебя нет жены, не так ли?	4	5980248
Nemoj biti tako ljut.	Не будь таким злым.	4	907928
Nemoj biti tako ljut.	Не будь таким сердитым.	4	907928
Nemoj da gubiš nadu.	Не теряй надежду.	4	3317256
Nemoj da ideš prebrzo.	Не иди слишком быстро.	4	3357569
Nemoj da me gledaš.	Не смотри на меня.	4	3438781
Nemoj da mu veruješ.	Не верь ему.	4	3424966
Nemoj da pušiš toliko.	Не кури столько.	4	4976108
Nemoj da se ljutiš.	Не злись.	4	3424964
Nemoj da se ljutiš.	Не сердись.	4	3424964
Nemoj da zatvoriš oči.	Не закрывай глаза.	4	3350532
Nensi je iz Londona.	Нэнси из Лондона.	4	3374536
Nepoznata mi je melodija.	Мелодия мне незнакома.	4	3248394
Neću da ti smetam.	Я не буду тебе мешать.	4	4274715
Nikad ne gubi nadu.	Никогда не теряй надежду.	4	5894332
Nikad ne gubimo nadu.	Мы никогда не теряем надежду.	4	4967685
Nikad ne reci nikad.	Никогда не говори никогда.	4	6148854
Nikad nećemo saznati razlog.	Мы никогда не узнаем причину.	4	4981319
Nikad nećemo znati razlog.	Мы никогда не узнаем причину.	4	4981320
Nikad nisam volela biologiju.	Я никогда не любила биологию.	4	4264052
Nikad nisam voleo biologiju.	Я никогда не любил биологию.	4	4264053
Nikad nismo bili ovde.	Мы никогда здесь не были.	4	4261956
Nikada nisam imala dečka.	У меня никогда не было парня.	4	3361884
Nikada nisam imao devojku.	У меня никогда не было девушки.	4	3361883
Nikada nismo imali auto.	У нас никогда не было автомобиля.	4	3374226
Niko joj nije poverovao.	Никто ей не поверил.	4	4308130
Niko joj nije verovao.	Никто ей не верил.	4	4308131
Niko ne voli rat.	Никто не любит войну.	4	3287634
Niko ne zna ništa.	Никто ничего не знает.	4	3387040
Niko nije ništa rekao.	Никто ничего не сказал.	4	6147438
Nisam dobar u sportovima.	Я не силён в спорте.	4	3425856
Nisam mogao da govorim.	Я не мог говорить.	4	3412936
Nisam te video tamo.	Я тебя там не видел.	4	3380010
Nisam znao odakle sam.	Я не знал, откуда я.	4	3292862
Nisam čitao tu knjigu.	Я не читал ту книгу.	4	3374231
Nisi mu ništa rekao?	Ты ему ничего не сказал?	4	3371624
Nisi rekao ništa loše.	Ты не сказал ничего плохого.	4	4258309
Nisi rekla ništa loše.	Ты не сказала ничего плохого.	4	4258310
Nismo imali ništa zajedničkog.	У нас не было ничего общего.	4	3465649
Nisu svi bili dečaci.	Не все были мальчиками.	4	4250322
Ništa mu nisi rekao?	Ты ничего ему не сказал?	4	3265634
Ništa nisam rekla Tomu.	Я ничего не сказала Тому.	4	5619107
Njegov bicikl je plav.	У него синий велосипед.	4	3288342
Njegov bicikl je plav.	Его велосипед синий.	4	3288342
Njegova je, zar ne?	Это его, не так ли?	4	13395078
Njegova majka je Jugoslovenka.	Его мать югославка.	4	3486165
Njen muž je Amerikanac.	Её муж — американец.	4	8106589
Njujork zovemo "velika jabuka".	Нью-Йорк называют "большим яблоком".	4	3386997
