sr	ru	words	top2000	sr_id
On nije od nas.	Он не один из нас.	4	1	1085942
On nije više dete.	Он больше не ребёнок.	4	1	7010364
On nije više dete.	Он уже не ребёнок.	4	1	7010364
On nikada ne laže.	Он никогда не лжёт.	4	0	1228534
On ništa ne propušta.	Он ничего не пропускает.	4	0	402243
On obično pije pivo.	Он обычно пьёт пиво.	4	0	1153941
On piše potpuno nerazumljivo.	Он пишет совершенно неразборчиво.	4	0	1103114
On poznaje mnogo ljudi.	Он знаком со многими людьми.	4	0	1751647
On poznaje moju ženu.	Он знаком с моей женой.	4	0	3484572
On puno voli muziku.	Он очень любит музыку.	4	0	3284685
On radi u banci.	Он работает в банке.	4	0	3387243
On retko dolazi ovde.	Он редко сюда приходит.	4	0	1280714
On sam uči francuski.	Он самостоятельно учит французский.	4	0	1046006
On se glasno smeje.	Он громко смеётся.	4	0	1243605
On se plaši mora.	Он боится моря.	4	0	1072150
On se plaši pasa.	Он боится собак.	4	0	3247824
On sedi za stolom.	Он сидит за столом.	4	0	6905738
On sluša rado radio.	Он любит слушать радио.	4	0	925347
On studira američku istoriju.	Он изучает американскую историю.	4	0	1058523
On studira englesku istoriju.	Он изучает английскую историю.	4	0	1045781
On te je lagao.	Он лгал тебе.	4	1	6827710
On tečno čita francuski.	Он бегло читает по-французски.	4	0	6906393
On uvek govori istinu.	Он всегда говорит правду.	4	1	4967555
On veoma voli bejzbol.	Он очень любит бейсбол.	4	0	3287629
On vodi buran život.	Он ведет бурную жизнь.	4	0	3297745
On voli da lovi.	Он любит охотиться.	4	0	3313397
On voli da putuje.	Он любит путешествовать.	4	0	3285930
On zna gde živimo.	Он знает, где мы живем.	4	1	3314316
On zna gde živimo.	Он знает, где мы живём.	4	1	3314316
On će uskoro završiti.	Он скоро закончит.	4	1	410781
On često citira Šekspira.	Он часто цитирует Шекспира.	4	0	1053789
On često svira gitaru.	Он часто играет на гитаре.	4	0	1046013
On često svira klavir.	Он часто играет на пианино.	4	0	3402682
On živi na selu.	Он живёт в деревне.	4	0	3303512
On živi u jabuci.	Он живёт в яблоке.	4	0	3306856
On živi u Osaki.	Он живёт в Осаке.	4	0	3311725
Ona ga veoma poštuje.	Она его очень уважает.	4	0	3392265
Ona govori deset jezika.	Она говорит на десяти языках.	4	0	3390800
Ona hoće novi šešir.	Она хочет новую шляпу.	4	0	3392096
Ona ima dobar ukus.	У неё хороший вкус.	4	0	3429928
Ona ima dobro srce.	У неё доброе сердце.	4	1	1127259
Ona ima dve sestre.	У неё есть две сестры.	4	1	1179917
Ona ima dve sestre.	У неё две сестры.	4	1	1179917
Ona ima kratku kosu.	У неё короткие волосы.	4	0	1057354
Ona ima lepe oči.	У неё красивые глаза.	4	0	3304324
Ona ima lepe oči.	У нее красивые глаза.	4	0	3304324
Ona ima mnogo odeće.	У неё много одежды.	4	0	1076613
Ona ima sedam sinova.	У неё семеро сыновей.	4	0	5562489
Ona ima sto godina.	Ей сто лет.	4	1	3430517
Ona ima ukrajinsko državljanstvo.	У неё украинское гражданство.	4	0	5601694
Ona ima čisto srce.	У неё чистое сердце.	4	1	1232260
Ona ima čisto srce.	У нее чистое сердце.	4	1	1232260
Ona izgleda kao učiteljica.	Она похожа на учительницу.	4	0	3393892
Ona izgleda veoma uplašeno.	Она выглядит очень напуганной.	4	0	3393885
Ona izgleda veoma uplašeno.	Она выглядит очень испуганной.	4	0	3393885
Ona je instruktorka joge.	Она - инструктор по йоге.	4	0	6391050
Ona je isključila radio.	Она выключила радио.	4	0	3392149
Ona je isključila svetlo.	Она выключила свет.	4	0	3392150
Ona je kupila hleb.	Она купила хлеб.	4	0	6938047
Ona je medicinska sestra.	Она медсестра.	4	0	3392018
Ona je mirna žena.	Она спокойная женщина.	4	0	3244278
Ona je mlada studentkinja.	Она молодая студентка.	4	0	1949819
Ona je osvojila telefon.	Она приобрела телефон.	4	0	3425479
Ona je preživela sunčanicu.	Она пережила солнечный удар.	4	0	1261887
Ona je rekla nešto.	Она что-то сказала.	4	1	3414591
Ona je sada napolju.	Она сейчас на улице.	4	1	3281031
Ona je tražila poštedu.	Она умоляла о пощаде.	4	0	1157193
Ona je uključila svetlo.	Она включила свет.	4	0	3392118
Ona je veoma pametna.	Она очень умна.	4	0	1621131
Ona je veoma zauzeta.	Она очень занята.	4	0	1280748
Ona još nije došla.	Она ещё не пришла.	4	1	3374225
Ona nije obična pevačica.	Она не обычная певица.	4	0	2067595
Ona obožava italijansku operu.	Она обожает итальянскую оперу.	4	0	3437366
Ona radi u Belgiji.	Она работает в Бельгии.	4	0	13689908
Ona te je lagala.	Она лгала тебе.	4	0	6827714
Ona uvek izgleda srećno.	Она всегда выглядит счастливой.	4	1	1214513
Ona više nije dete.	Она уже не ребёнок.	4	1	7010368
Ona voli da trči.	Она любит бегать.	4	0	1751657
Ona živi na selu.	Она живёт в деревне.	4	0	3245808
Ona živi u Njujorku.	Она живёт в Нью-Йорке.	4	0	3307967
Ona živi veoma blizu.	Она живёт очень близко.	4	1	3382611
Onda mi imamo problem...	Тогда у нас проблема...	4	1	3415086
Oni sede za stolom.	Они сидят за столом.	4	0	6905743
Oni su gledali televiziju.	Они смотрели телевизор.	4	0	3047061
Oni su napustili autobus.	Они покинули автобус.	4	0	1574938
Oni su plovili uzvodno.	Они плыли вверх по течению.	4	0	1533438
Oni su se poljubili.	Они поцеловались.	4	0	3439313
Oni su se svadili.	Они поссорились.	4	0	1127256
Oni su već tu.	Они уже тут.	4	1	1102228
Oni su zaista pobedili.	Они действительно победили.	4	0	1181844
Oni veruju u Boga.	Они верят в Бога.	4	0	4967458
Oni vole da pevaju.	Он любит петь.	4	0	3501828
Onje pošao u prodavnicu.	Он пошёл в магазин.	4	0	1173798
Opet si to uradio.	Ты снова это сделал.	4	1	6877222
Orao je car ptica.	Орёл - царь птиц.	4	0	1082324
Ostani ovde sa Tomom.	Останьтесь здесь с Томом.	4	0	11173158
Ostavi mi malo sladoleda.	Оставь мне немного мороженого.	4	0	3425872
Ostavila je otvoren prozor.	Она оставила окно открытым.	4	0	3382626
Ostavite me na miru.	Оставьте меня в покое.	4	1	1195480
Otvorite vrata za ljubav.	Откройте дверь для любви.	4	0	5919492
Ova je još živa.	Эта ещё жива.	4	1	4261760
Ova je još živa.	Эта всё ещё жива.	4	1	4261760
Ova kafa je odlična.	Это отличный кофе.	4	0	4250432
Ova olovka ne radi.	Этот карандаш не пишет.	4	0	5002888
Ova riba je velika.	Эта рыба большая.	4	0	3395191
Ova stolica je premala.	Этот стул слишком маленький.	4	0	3440813
Ova stolica je ružna.	Этот стул некрасивый.	4	0	3425920
Ova zgrada je plava.	Это здание голубое.	4	0	4238244
Ovaj auto dobro vozi.	Эта машина хорошо ездит.	4	1	4250433
Ovaj je još živ.	Этот всё ещё жив.	4	1	4261759
Ovaj je još živ.	Этот ещё жив.	4	1	4261759
Ovaj nož nije oštar.	Этот нож не острый.	4	0	4975958
Ovaj čovek je pijan.	Этот человек пьян.	4	0	1127242
Ovaj čovek je pijan.	Этот человек пьяный.	4	0	1127242
Ovas je dragocena hrana.	Овёс — это ценная пища.	4	0	3244239
Ovde i ovoga časa.	Здесь и сейчас.	4	0	3484417
Ovde je neka knjiga.	Здесь какая-то книга.	4	1	3438805
Ovde je vrlo prijatno.	Здесь очень приятно.	4	0	3450795
Ovde napiši svoju adresu.	Здесь напиши свой адрес.	4	0	3426491
Ovde neminovno postaješ sujeveran.	Тут поневоле станешь суеверным.	4	0	5651584
Ovde sam tri meseca.	Я здесь три месяца.	4	1	3402193
Ovde se govori španski.	Здесь говорят по-испански.	4	0	1498230
Ove knjige pripadaju nama.	Эти книги принадлежат нам.	4	0	10001498
Ovi psi su naši.	Эти собаки наши.	4	0	3318245
Ovo je Brajan Rok.	Это Брайан Рок.	4	0	457804
Ovo je dobar udžbenik.	Это хороший учебник.	4	0	475471
Ovo je glupa greška.	Это глупая ошибка.	4	1	3281966
Ovo je iz Australije.	Это из Австралии.	4	0	3282891
Ovo je lisnato drvo.	Это лиственное дерево.	4	0	2583145
Ovo je ljubavna pesma.	Это песня о любви.	4	0	4239821
Ovo je moj kompjuter.	Это мой компьютер.	4	0	2346893
Ovo je moj konj.	Это моя лошадь.	4	0	3317271
Ovo je moj konj.	Это мой конь.	4	0	3317271
Ovo je moj otac.	Это мой отец.	4	1	6533010
Ovo je moj računar.	Это мой компьютер.	4	0	2346894
Ovo je moj tata.	Это мой папа.	4	1	957666
Ovo je moja kuća.	Это мой дом.	4	1	12411995
Ovo je moja zemlja.	Это моя страна.	4	1	12222244
Ovo je moje pitanje.	Это мой вопрос.	4	1	476590
Ovo je najverovatnije glupost.	Это, скорее всего, чушь.	4	0	3474280
Ovo je sigurno glupost.	Это наверняка ерунда.	4	0	3474281
Ovo je tvoj izbor.	Это твой выбор.	4	1	1243594
Ovo je važno pismo.	Это важное письмо.	4	1	1232296
Ovo je važno pitanje.	Это важный вопрос.	4	1	3484616
Ovo je veoma lako!	Это очень легко!	4	1	4246064
Ovo je čudno pismo.	Это странное письмо.	4	1	3284654
Ovo jezero je duboko.	Это озеро глубокое.	4	0	3439315
Ovo more je duboko.	Это море глубокое.	4	1	3439317
Ovo nisam napisao ja.	Это не я написал.	4	1	4248754
Pa, treba da krenem.	Ладно, я должен идти.	4	0	11055676
Pa, treba da pođem.	Ладно, я должен идти.	4	0	11055680
Pacijent je izgledao zdravo.	Пациент выглядел здоровым.	4	0	3429736
Palo je mnogo snega.	Выпало много снега.	4	0	931822
Pande su lepe životinje.	Панды - красивые животные.	4	0	1085937
Pao sam na zemlju.	Я упал на землю.	4	1	6147476
Pas nije jeo meso.	Собака не ела мяса.	4	0	3288669
Pas trči za mačkom.	Собака бежит за кошкой.	4	0	3307051
Pas zove se Ken.	Собаку зовут Кен.	4	0	476813
Pas zove se Ken.	Пса зовут Кен.	4	0	476813
Petnaest do dva je.	Сейчас без пятнадцати два.	4	0	4992722
Pevali su havajske pesme.	Они пели гавайские песни.	4	0	4246726
Pijem vitamine svaki dan.	Я каждый день пью витамины.	4	0	5002951
Pismo sadrži beli prah.	В письме содержится белый порошок.	4	0	3478291
Pitala sam te sinoć.	Я тебя спрашивала вчера вечером.	4	1	4254058
Pitanje je šta izabrati.	Вопрос, что выбрать.	4	0	6534186
Pitao sam te sinoć.	Я тебя спрашивал вчера вечером.	4	1	4254057
